CPU_%_global,CPU_%_on_core,CPU_%_by_process,Core,Process_memory_usage
0.4,0.0,0.0,0,126976
0.0,0.0,0.0,0,126976
0.0,0.0,0.0,0,126976
0.0,0.0,0.0,0,126976
0.2,0.0,0.0,0,126976
0.0,0.0,0.0,0,126976
0.0,0.0,0.0,0,126976
0.0,0.0,0.0,0,126976
0.0,0.0,0.0,0,126976
0.2,0.0,0.0,0,126976
0.0,0.0,0.0,0,126976
0.0,0.0,0.0,0,126976
0.3,18.2,0.0,0,180224
0.0,0.0,0.0,0,180224
0.0,0.0,0.0,0,180224
0.0,0.0,0.0,0,180224
0.2,0.0,0.0,0,180224
0.0,0.0,0.0,0,180224
0.2,0.0,0.0,0,180224
0.0,0.0,0.0,0,180224
0.0,0.0,0.0,0,180224
0.0,0.0,0.0,0,180224
0.3,16.7,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.3,10.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.2,9.1,0.0,0,184320
0.0,18.2,0.0,0,184320
0.0,0.0,0.0,0,184320
0.6,0.0,0.0,0,184320
5.8,0.0,0.0,0,184320
0.5,10.0,0.0,0,184320
0.3,0.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.3,0.0,0.0,0,184320
0.6,0.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.5,0.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.8,9.1,0.0,0,184320
0.6,10.0,0.0,0,184320
0.8,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.2,10.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.3,18.2,0.0,0,184320
0.2,10.0,0.0,0,184320
0.0,9.1,0.0,0,184320
0.2,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.3,10.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.3,18.2,0.0,0,184320
0.2,10.0,0.0,0,184320
0.3,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.2,18.2,0.0,0,184320
0.6,25.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.3,11.1,0.0,0,184320
0.5,25.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.2,10.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.2,18.2,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.5,18.2,0.0,0,184320
0.2,10.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.3,10.0,0.0,0,184320
0.2,11.1,0.0,0,184320
0.3,9.1,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.3,18.2,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.5,20.0,0.0,0,184320
0.3,10.0,0.0,0,184320
0.2,10.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.3,11.1,0.0,0,184320
0.3,20.0,0.0,0,184320
0.2,9.1,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.6,27.3,0.0,0,184320
0.0,10.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.6,25.0,0.0,0,184320
0.3,11.1,0.0,0,184320
0.2,18.2,0.0,0,184320
0.0,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.5,20.0,0.0,0,184320
0.0,10.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.0,0.0,0.0,0,184320
0.2,0.0,0.0,0,184320
0.3,11.1,0.0,0,184320
